Elapsed time,SpO2,hr
'0:00.000',97.00000000,82.00076296
'0:01.000',96.00000000,81.00053407
'0:02.000',96.00000000,82.00076296
'0:03.000',96.00000000,81.00053407
'0:04.000',96.00000000,82.00076296
'0:05.000',96.00000000,82.00076296
'0:06.000',96.00000000,83.00009156
'0:07.000',96.00000000,83.00009156
'0:08.000',96.00000000,81.00053407
'0:09.000',96.00000000,79.00007630
'0:10.000',96.00000000,75.00006104
'0:11.000',96.00000000,74.00073244
'0:12.000',96.00000000,74.00073244
'0:13.000',96.00000000,74.00073244
'0:14.000',96.00000000,75.00006104
'0:15.000',96.00000000,75.00006104
'0:16.000',96.00000000,76.00028993
'0:17.000',96.00000000,75.00006104
'0:18.000',96.00000000,76.00028993
'0:19.000',96.00000000,75.00006104
'0:20.000',96.00000000,75.00006104
'0:21.000',96.00000000,76.00028993
'0:22.000',96.00000000,76.00028993
'0:23.000',96.00000000,77.00051881
'0:24.000',96.00000000,77.00051881
'0:25.000',96.00000000,77.00051881
'0:26.000',96.00000000,77.00051881
'0:27.000',96.00000000,77.00051881
'0:28.000',96.00000000,77.00051881
'0:29.000',96.00000000,77.00051881
'0:30.000',96.00000000,81.00053407
'0:31.000',96.00000000,81.00053407
'0:32.000',96.00000000,82.00076296
'0:33.000',96.00000000,82.00076296
'0:34.000',96.00000000,80.00030519
'0:35.000',96.00000000,79.00007630
'0:36.000',96.00000000,78.00074770
'0:37.000',96.00000000,77.00051881
'0:38.000',96.00000000,75.00006104
'0:39.000',96.00000000,74.00073244
'0:40.000',96.00000000,74.00073244
'0:41.000',96.00000000,74.00073244
'0:42.000',96.00000000,74.00073244
'0:43.000',96.00000000,74.00073244
'0:44.000',96.00000000,74.00073244
'0:45.000',96.00000000,75.00006104
'0:46.000',96.00000000,75.00006104
'0:47.000',96.00000000,75.00006104
'0:48.000',96.00000000,76.00028993
'0:49.000',96.00000000,76.00028993
'0:50.000',95.00000000,77.00051881
'0:51.000',95.00000000,77.00051881
'0:52.000',95.00000000,78.00074770
'0:53.000',95.00000000,78.00074770
'0:54.000',96.00000000,79.00007630
'0:55.000',95.00000000,80.00030519
'0:56.000',95.00000000,80.00030519
'0:57.000',95.00000000,80.00030519
'0:58.000',95.00000000,80.00030519
'0:59.000',95.00000000,80.00030519
'1:00.000',95.00000000,79.00007630
'1:01.000',95.00000000,79.00007630
'1:02.000',95.00000000,78.00074770
'1:03.000',95.00000000,77.00051881
'1:04.000',95.00000000,77.00051881
'1:05.000',95.00000000,76.00028993
'1:06.000',95.00000000,76.00028993
'1:07.000',95.00000000,75.00006104
'1:08.000',95.00000000,75.00006104
'1:09.000',96.00000000,75.00006104
'1:10.000',96.00000000,75.00006104
'1:11.000',96.00000000,75.00006104
'1:12.000',96.00000000,75.00006104
'1:13.000',96.00000000,78.00074770
'1:14.000',96.00000000,78.00074770
'1:15.000',96.00000000,80.00030519
'1:16.000',96.00000000,80.00030519
'1:17.000',96.00000000,77.00051881
'1:18.000',96.00000000,76.00028993
'1:19.000',96.00000000,75.00006104
'1:20.000',96.00000000,74.00073244
'1:21.000',96.00000000,74.00073244
'1:22.000',96.00000000,73.00050356
'1:23.000',96.00000000,73.00050356
'1:24.000',96.00000000,73.00050356
'1:25.000',96.00000000,73.00050356
'1:26.000',96.00000000,74.00073244
'1:27.000',96.00000000,74.00073244
'1:28.000',96.00000000,75.00006104
'1:29.000',96.00000000,76.00028993
'1:30.000',96.00000000,76.00028993
'1:31.000',96.00000000,76.00028993
'1:32.000',96.00000000,77.00051881
'1:33.000',96.00000000,78.00074770
